ticker,name,market,price,sma25,deviation,sigma2_lower,sigma3_lower,sigma2_upper,sigma3_upper,price_at_2s,price_at_3s,dist_to_2s,zone,stat_days,std,div_yield,div_per_share,div_at_2s,buy_score,price_at_3pct,price_at_4pct,price_at_5pct,price_at_6pct
VRSK,Verisk Analytics,NASDAQ100,204.42,192.79,6.03,-6.511,-10.077,7.753,11.319,180.2,173.4,13.41,NEUTRAL,4106,3.566,95.0,2.0,107.74,44,66.7,50.0,40.0,33.3
3863.T,日本製紙,Nikkei225,1274.0,1230.8,3.51,-8.818,-13.284,9.049,13.515,1122.3,1067.3,13.52,NEUTRAL,3160,4.467,119.0,15.0,135.09,44,500.0,375.0,300.0,250.0
2768.T,双日,Nikkei225,6190.0,6387.92,-3.098,-14.72,-22.243,15.373,22.896,5447.6,4967.0,13.63,MILD DIP,6511,7.523,276.0,165.0,313.61,40,5500.0,4125.0,3300.0,2750.0
8252.T,丸井グループ,Nikkei225,3167.0,3132.36,1.106,-11.03,-16.702,11.657,17.328,2786.8,2609.2,13.64,NEUTRAL,6511,5.672,418.0,132.0,475.02,43,4400.0,3300.0,2640.0,2200.0
5713.T,住友金属鉱山,Nikkei225,10075.0,10216.0,-1.38,-13.274,-20.292,14.799,21.817,8859.9,8143.0,13.71,MILD DIP,6511,7.018,191.0,183.0,217.19,40,6100.0,4575.0,3660.0,3050.0
6770.T,アルプスアルパイン,Nikkei225,2094.0,2177.76,-3.846,-15.449,-23.321,16.041,23.913,1841.3,1669.9,13.72,MILD DIP,6511,7.872,305.0,62.0,346.85,40,2066.7,1550.0,1240.0,1033.3
QCOM,Qualcomm,NASDAQ100,135.57,140.16,-3.274,-15.032,-23.02,16.919,24.907,119.1,107.9,13.84,MILD DIP,8595,7.988,258.0,3.56,293.7,40,118.7,89.0,71.2,59.3
UNH,UnitedHealth,Dow30,282.34,282.27,0.025,-12.189,-18.792,14.223,20.826,247.9,229.2,13.91,NEUTRAL,10404,6.603,310.0,8.84,353.12,43,294.7,221.0,176.8,147.3
META,Meta Platforms,NASDAQ100,658.14,656.17,0.3,-11.953,-18.524,14.331,20.902,577.7,534.6,13.92,NEUTRAL,3447,6.571,32.0,2.1,36.45,40,70.0,52.5,42.0,35.0
3003.T,ヒューリック,Nikkei225,1974.0,1980.92,-0.349,-12.598,-19.158,13.639,20.198,1731.4,1601.4,14.01,MILD DIP,6248,6.559,344.0,67.0,392.21,43,2233.3,1675.0,1340.0,1116.7
1808.T,長谷工,Nikkei225,3121.0,3275.36,-4.713,-16.458,-24.979,17.628,26.149,2736.3,2457.2,14.06,MILD DIP,6252,8.521,291.0,90.0,331.91,40,3000.0,2250.0,1800.0,1500.0
5019.T,出光興産,Nikkei225,1431.5,1411.58,1.411,-11.092,-16.869,12.017,17.794,1255.0,1173.5,14.06,NEUTRAL,4736,5.777,260.0,36.0,296.56,40,1200.0,900.0,720.0,600.0
7012.T,川崎重工業,Nikkei225,16320.0,16546.4,-1.368,-13.578,-20.738,15.06,22.219,14299.7,13115.1,14.13,MILD DIP,5248,7.159,116.0,182.0,132.39,40,6066.7,4550.0,3640.0,3033.3
AMGN,Amgen,Dow30,377.13,373.19,1.055,-11.519,-17.749,13.402,19.633,330.2,307.0,14.21,NEUTRAL,10742,6.23,267.0,10.08,304.94,43,336.0,252.0,201.6,168.0
TEAM,Atlassian,NASDAQ100,79.81,83.67,-4.618,-16.54,-25.146,17.884,26.49,69.8,62.6,14.28,MILD DIP,2552,8.606,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
7762.T,シチズン時計,Nikkei225,1671.0,1645.44,1.553,-11.304,-17.124,11.973,17.792,1459.4,1363.7,14.5,NEUTRAL,6511,5.819,289.0,47.0,330.89,43,1566.7,1175.0,940.0,783.3
2413.T,エムスリー,Nikkei225,1653.0,1677.18,-1.442,-13.919,-21.3,15.604,22.985,1443.7,1319.9,14.5,MILD DIP,5284,7.381,128.0,21.0,146.55,40,700.0,525.0,420.0,350.0
ON,ON Semiconductor,NASDAQ100,60.6,66.0,-8.177,-19.813,-29.949,20.729,30.865,52.9,46.2,14.51,MILD DIP,6478,10.136,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
8802.T,三菱地所,Nikkei225,4913.0,4807.56,2.193,-10.788,-16.386,11.603,17.201,4288.9,4019.8,14.55,NEUTRAL,6511,5.598,97.0,46.0,111.11,43,1533.3,1150.0,920.0,766.7
6841.T,横河電機,Nikkei225,5453.0,5423.44,0.545,-12.239,-18.608,13.237,19.605,4759.7,4414.2,14.57,NEUTRAL,6511,6.369,149.0,78.0,170.71,43,2600.0,1950.0,1560.0,1300.0
AAPL,Apple,Dow30,261.53,266.94,-2.027,-14.498,-22.234,16.446,24.182,228.2,207.6,14.59,MILD DIP,11377,7.736,40.0,1.04,45.83,40,34.7,26.0,20.8,17.3
GILD,Gilead,NASDAQ100,148.68,149.25,-0.383,-13.067,-20.066,14.927,21.926,129.7,119.3,14.59,MILD DIP,8569,6.999,224.0,3.28,256.68,43,109.3,82.0,65.6,54.7
SNPS,Synopsys,NASDAQ100,437.3,431.28,1.396,-11.588,-17.701,12.867,18.98,381.3,354.9,14.69,NEUTRAL,8545,6.114,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0
5711.T,三菱マテリアル,Nikkei225,5165.0,5147.12,0.347,-12.562,-19.001,13.197,19.636,4500.6,4169.1,14.76,NEUTRAL,6511,6.44,206.0,100.0,236.41,43,3333.3,2500.0,2000.0,1666.7
EA,Electronic Arts,NASDAQ100,200.06,200.29,-0.116,-13.076,-20.067,14.891,21.882,174.1,160.1,14.91,MILD DIP,9160,6.992,38.0,0.76,43.67,43,25.3,19.0,15.2,12.7
ASML,ASML,NASDAQ100,1395.44,1416.83,-1.51,-14.486,-22.304,16.789,24.607,1211.6,1100.8,15.17,MILD DIP,7774,7.819,65.0,8.79,74.86,40,293.0,219.7,175.8,146.5
LULU,Lululemon,NASDAQ100,168.67,176.7,-4.541,-17.133,-26.098,18.728,27.693,146.4,130.6,15.19,MILD DIP,4660,8.965,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
WBD,Warner Bros Discovery,NASDAQ100,27.92,28.1,-0.653,-13.765,-20.873,14.669,21.778,24.2,22.2,15.2,MILD DIP,5176,7.109,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
LRCX,Lam Research,NASDAQ100,218.78,228.74,-4.357,-17.029,-26.048,19.046,28.064,189.8,169.2,15.27,MILD DIP,10519,9.019,49.0,1.04,56.48,40,34.7,26.0,20.8,17.3
8830.T,住友不動産,Nikkei225,4948.0,4925.04,0.466,-13.027,-19.925,14.565,21.464,4283.4,3943.7,15.51,NEUTRAL,6511,6.898,89.0,43.0,102.81,43,1433.3,1075.0,860.0,716.7
SBUX,Starbucks,NASDAQ100,99.95,96.98,3.064,-10.775,-16.611,12.569,18.405,86.5,80.9,15.51,NEUTRAL,8460,5.836,249.0,2.48,287.62,43,82.7,62.0,49.6,41.3
6981.T,村田製作所,Nikkei225,3672.0,3590.56,2.268,-11.468,-17.365,12.121,18.018,3178.8,2967.0,15.52,NEUTRAL,6249,5.897,173.0,60.0,199.84,43,2000.0,1500.0,1200.0,1000.0
5714.T,DOWAホールディングス,Nikkei225,10055.0,9942.52,1.131,-12.602,-19.223,13.882,20.503,8689.6,8031.3,15.71,NEUTRAL,6511,6.621,229.0,218.0,264.98,43,7266.7,5450.0,4360.0,3633.3
8804.T,東京建物,Nikkei225,4031.0,4060.48,-0.726,-14.278,-21.77,15.69,23.182,3480.7,3176.5,15.81,MILD DIP,6252,7.492,308.0,122.0,356.69,40,4066.7,3050.0,2440.0,2033.3
4004.T,レゾナックHD,Nikkei225,10800.0,10682.32,1.102,-12.706,-19.35,13.868,20.511,9325.0,8615.3,15.82,NEUTRAL,6511,6.643,61.0,65.0,70.65,43,2166.7,1625.0,1300.0,1083.3
6976.T,太陽誘電,Nikkei225,4089.0,4231.24,-3.362,-16.581,-24.966,16.958,25.343,3529.7,3174.9,15.85,MILD DIP,6511,8.385,228.0,90.0,264.13,40,3000.0,2250.0,1800.0,1500.0
6752.T,パナソニックHD,Nikkei225,2496.5,2432.1,2.648,-11.51,-17.33,11.77,17.59,2152.2,2010.6,16.0,NEUTRAL,6511,5.82,165.0,40.0,191.4,43,1333.3,1000.0,800.0,666.7
4704.T,トレンドマイクロ,Nikkei225,5557.0,5531.28,0.465,-13.57,-20.444,13.924,20.798,4780.7,4400.5,16.24,NEUTRAL,6349,6.874,334.0,185.0,388.24,43,6166.7,4625.0,3700.0,3083.3
9602.T,東宝,Nikkei225,1617.0,1523.97,6.105,-8.737,-13.299,9.512,14.074,1390.8,1321.3,16.26,NEUTRAL,6511,4.562,781.0,125.0,908.01,47,4166.7,3125.0,2500.0,2083.3
8058.T,三菱商事,Nikkei225,5177.0,4942.52,4.744,-10.08,-15.485,11.541,16.947,4444.3,4177.1,16.49,NEUTRAL,6511,5.405,224.0,110.0,260.93,43,3666.7,2750.0,2200.0,1833.3
DXCM,DexCom,NASDAQ100,67.89,71.0,-4.371,-17.981,-27.453,19.911,29.383,58.2,51.5,16.59,MILD DIP,5235,9.473,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
AVGO,Broadcom,NASDAQ100,346.79,328.93,5.428,-9.873,-15.657,13.262,19.046,296.5,277.4,16.98,NEUTRAL,4149,5.784,75.0,2.6,87.73,40,86.7,65.0,52.0,43.3
INTC,Intel,NASDAQ100,47.46,46.41,2.25,-12.76,-19.483,14.131,20.854,40.5,37.4,17.21,NEUTRAL,11565,6.723,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0
ISRG,Intuitive Surgical,NASDAQ100,489.43,493.42,-0.808,-15.459,-23.749,17.703,25.993,417.1,376.2,17.33,MILD DIP,6446,8.29,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
TMUS,T-Mobile,NASDAQ100,218.41,212.37,2.844,-12.389,-18.817,13.323,19.75,186.1,172.4,17.39,NEUTRAL,4729,6.428,188.0,4.08,220.69,40,136.0,102.0,81.6,68.0
CRM,Salesforce,Dow30,196.88,191.93,2.579,-12.627,-19.432,14.594,21.399,167.7,154.6,17.4,NEUTRAL,5439,6.805,89.0,1.76,104.49,43,58.7,44.0,35.2,29.3
8031.T,三井物産,Nikkei225,5892.0,5576.36,5.66,-10.121,-15.535,11.537,16.951,5012.0,4710.1,17.56,NEUTRAL,6511,5.414,210.0,120.0,246.87,43,4000.0,3000.0,2400.0,2000.0
4061.T,デンカ,Nikkei225,3410.0,3251.06,4.889,-10.902,-16.52,11.571,17.189,2896.6,2714.0,17.72,NEUTRAL,6511,5.618,304.0,100.0,357.88,43,3333.3,2500.0,2000.0,1666.7
7832.T,バンダイナムコHD,Nikkei225,4197.0,4087.52,2.678,-12.875,-19.422,13.312,19.859,3561.2,3293.6,17.85,NEUTRAL,6252,6.547,111.0,46.0,130.82,43,1533.3,1150.0,920.0,766.7
CDNS,Cadence Design,NASDAQ100,295.8,292.95,0.972,-14.473,-22.096,16.022,23.646,250.5,228.2,18.06,NEUTRAL,9737,7.624,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
FTNT,Fortinet,NASDAQ100,84.9,81.66,3.961,-12.061,-18.713,14.544,21.195,71.8,66.4,18.22,NEUTRAL,4076,6.651,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
2432.T,ディー・エヌ・エー,Nikkei225,2616.0,2626.28,-0.391,-15.745,-23.845,16.655,24.755,2212.8,2000.0,18.22,MILD DIP,5175,8.1,258.0,66.0,305.01,40,2200.0,1650.0,1320.0,1100.0
MNST,Monster Beverage,NASDAQ100,77.24,81.42,-5.144,-19.827,-30.262,21.913,32.348,65.3,56.8,18.31,MILD DIP,10116,10.435,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
8697.T,日本取引所G,Nikkei225,1963.5,1881.34,4.367,-11.782,-18.155,13.713,20.087,1659.7,1539.8,18.31,NEUTRAL,4274,6.374,255.0,50.0,301.68,40,1666.7,1250.0,1000.0,833.3
AMAT,Applied Materials,NASDAQ100,351.71,349.29,0.692,-14.905,-22.879,16.994,24.968,297.2,269.4,18.33,NEUTRAL,11565,7.975,54.0,1.84,63.9,40,61.3,46.0,36.8,30.7
4063.T,信越化学,Nikkei225,6098.0,5709.52,6.804,-9.813,-14.944,10.708,15.838,5149.2,4856.3,18.43,NEUTRAL,6511,5.13,178.0,106.0,210.8,43,3533.3,2650.0,2120.0,1766.7
ZS,Zscaler,NASDAQ100,159.87,164.75,-2.964,-18.106,-27.794,20.645,30.333,134.9,119.0,18.49,MILD DIP,1982,9.688,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
KLAC,KLA Corp,NASDAQ100,1462.53,1452.39,0.698,-15.054,-23.059,16.965,24.97,1233.7,1117.5,18.54,NEUTRAL,11422,8.005,53.0,7.6,62.83,40,253.3,190.0,152.0,126.7
5334.T,日本特殊陶業,Nikkei225,7706.0,7309.6,5.423,-11.091,-16.875,12.046,17.83,6498.9,6076.1,18.57,NEUTRAL,6252,5.784,251.0,186.0,297.62,43,6200.0,4650.0,3720.0,3100.0
7974.T,任天堂,Nikkei225,9120.0,8770.32,3.987,-12.508,-19.004,13.475,19.971,7673.3,7103.6,18.85,NEUTRAL,6249,6.496,210.0,181.0,249.59,43,6033.3,4525.0,3620.0,3016.7
4689.T,LINEヤフー,Nikkei225,407.2,389.63,4.51,-12.153,-18.285,12.375,18.507,342.3,318.4,18.97,NEUTRAL,5516,6.132,183.0,7.3,217.71,43,243.3,182.5,146.0,121.7
BIIB,Biogen,NASDAQ100,189.18,190.52,-0.704,-16.548,-25.192,18.028,26.672,159.0,142.5,18.99,MILD DIP,8657,8.644,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
5803.T,フジクラ,Nikkei225,24065.0,23796.4,1.129,-15.209,-23.291,17.117,25.199,20177.2,18254.1,19.27,NEUTRAL,6511,8.082,106.0,240.0,126.42,40,8000.0,6000.0,4800.0,4000.0
DASH,DoorDash,NASDAQ100,172.8,176.87,-2.303,-18.104,-27.304,18.692,27.891,144.9,128.6,19.29,MILD DIP,1293,9.199,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
PYPL,PayPal,NASDAQ100,45.12,43.33,4.12,-12.765,-19.236,13.119,19.59,37.8,35.0,19.36,NEUTRAL,2662,6.471,121.0,0.56,144.42,36,18.7,14.0,11.2,9.3
PANW,Palo Alto Networks,NASDAQ100,165.46,157.67,4.939,-12.278,-18.952,14.42,21.094,138.3,127.8,19.63,NEUTRAL,3404,6.674,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
6701.T,NEC,Nikkei225,4500.0,4330.84,3.906,-13.219,-19.903,13.517,20.201,3758.3,3468.9,19.73,NEUTRAL,6511,6.684,72.0,32.0,86.21,43,1066.7,800.0,640.0,533.3
9766.T,コナミG,Nikkei225,20190.0,19424.0,3.944,-13.219,-20.001,13.909,20.691,16856.3,15539.0,19.78,NEUTRAL,6511,6.782,98.0,190.5,117.38,43,6350.0,4762.5,3810.0,3175.0
5541.T,大平洋金属(注:代替),Nikkei225,3140.0,3158.04,-0.571,-17.581,-26.551,18.298,27.268,2602.8,2319.5,20.64,MILD DIP,6252,8.97,408.0,120.0,492.21,40,4000.0,3000.0,2400.0,2000.0
9101.T,日本郵船,Nikkei225,5592.0,5261.24,6.287,-12.317,-18.739,13.372,19.794,4613.2,4275.3,21.22,NEUTRAL,5248,6.422,360.0,200.0,436.38,43,6666.7,5000.0,4000.0,3333.3
2175.T,SMS,Nikkei225,1707.0,1729.08,-1.277,-18.766,-28.721,21.053,31.007,1404.6,1232.5,21.53,MILD DIP,4395,9.955,175.0,29.5,212.68,37,983.3,737.5,590.0,491.7
ADBE,Adobe,NASDAQ100,275.13,266.2,3.353,-14.98,-22.975,16.997,24.991,226.3,205.0,21.56,NEUTRAL,9945,7.994,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
5802.T,住友電気工業,Nikkei225,9931.0,9147.12,8.57,-10.795,-16.455,11.844,17.503,8159.7,7642.0,21.71,NEUTRAL,6511,5.66,129.0,118.0,157.0,43,3933.3,2950.0,2360.0,1966.7
TSLA,Tesla,NASDAQ100,403.3,409.23,-1.449,-19.189,-29.79,23.218,33.819,330.7,287.3,21.95,MILD DIP,3924,10.602,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
ILMN,Illumina,NASDAQ100,122.53,123.99,-1.175,-18.994,-28.772,20.12,29.898,100.4,88.3,22.0,MILD DIP,6417,9.778,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
ABNB,Airbnb,NASDAQ100,132.78,127.25,4.345,-14.61,-21.897,14.54,21.828,108.7,99.4,22.2,NEUTRAL,1292,7.288,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
TTWO,Take-Two,NASDAQ100,211.28,205.12,3.003,-15.74,-23.999,17.296,25.555,172.8,155.9,22.24,NEUTRAL,7247,8.259,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
5631.T,日本製鋼所,Nikkei225,9745.0,9435.24,3.283,-15.523,-23.652,16.993,25.122,7970.6,7203.6,22.26,NEUTRAL,6511,8.129,97.0,88.0,118.59,40,2933.3,2200.0,1760.0,1466.7
6674.T,GSユアサ,Nikkei225,4970.0,4724.0,5.207,-13.983,-21.204,14.905,22.126,4063.5,3722.3,22.31,NEUTRAL,6511,7.222,182.0,90.0,222.6,40,3000.0,2250.0,1800.0,1500.0
3092.T,ZOZO,Nikkei225,1197.0,1136.72,5.303,-14.342,-22.092,16.662,24.413,973.7,885.6,22.93,NEUTRAL,4455,7.751,335.0,40.0,411.83,37,1333.3,1000.0,800.0,666.7
AMZN,Amazon,Dow30,214.91,211.22,1.746,-17.453,-26.935,20.477,29.959,174.4,154.3,23.26,NEUTRAL,7225,9.482,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
GFS,GlobalFoundries,NASDAQ100,48.03,46.25,3.853,-15.8,-23.601,15.402,23.203,38.9,35.3,23.34,NEUTRAL,1070,7.801,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
ROST,Ross Stores,NASDAQ100,215.07,200.48,7.279,-13.097,-20.073,14.807,21.783,174.2,160.2,23.45,NEUTRAL,10200,6.976,84.0,1.78,103.7,43,59.3,44.5,35.6,29.7
NVDA,NVIDIA,Dow30,185.21,184.7,0.274,-18.81,-29.085,22.292,32.567,150.0,131.0,23.5,NEUTRAL,6800,10.275,2.0,0.04,2.47,10,1.3,1.0,0.8,0.7
1605.T,INPEX,Nikkei225,4091.0,3755.52,8.933,-11.847,-18.035,12.904,19.092,3310.6,3078.2,23.57,NEUTRAL,6511,6.188,263.0,108.0,325.0,43,3600.0,2700.0,2160.0,1800.0
5706.T,三井金属鉱業,Nikkei225,30790.0,29002.6,6.163,-14.249,-21.651,15.358,22.76,24869.9,22723.2,23.8,NEUTRAL,6511,7.402,81.0,240.0,100.28,40,8000.0,6000.0,4800.0,4000.0
DOW,Dow Inc,Dow30,34.28,31.6,8.497,-12.723,-19.07,12.665,19.012,27.6,25.6,24.31,NEUTRAL,1729,6.347,510.0,1.75,634.0,36,58.3,43.8,35.0,29.2
FANG,Diamondback Energy,NASDAQ100,181.14,171.36,5.707,-15.283,-23.481,17.51,25.708,145.2,131.1,24.78,NEUTRAL,3345,8.198,230.0,4.2,286.99,37,140.0,105.0,84.0,70.0
AMD,AMD,NASDAQ100,204.46,204.89,-0.207,-20.564,-31.209,22.019,32.665,162.8,140.9,25.63,MILD DIP,11565,10.646,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
INTU,Intuit,NASDAQ100,455.99,416.73,9.421,-13.457,-20.631,15.238,22.412,360.7,330.8,26.43,NEUTRAL,8281,7.174,98.0,4.64,123.91,40,154.7,116.0,92.8,77.3
SMCI,Super Micro Computer,NASDAQ100,32.13,31.83,0.929,-20.357,-31.102,22.623,33.368,25.4,21.9,26.73,NEUTRAL,4743,10.745,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0
9104.T,商船三井,Nikkei225,6001.0,5453.08,10.048,-13.173,-20.089,14.492,21.409,4734.8,4357.6,26.74,NEUTRAL,6511,6.916,336.0,200.0,425.86,43,6666.7,5000.0,4000.0,3333.3
3436.T,SUMCO,Nikkei225,1639.5,1643.14,-0.222,-21.311,-32.193,22.216,33.098,1293.0,1114.2,26.8,MILD DIP,5568,10.882,129.0,20.0,163.57,40,666.7,500.0,400.0,333.3
9107.T,川崎汽船,Nikkei225,2613.0,2422.74,7.853,-15.03,-22.917,16.519,24.407,2058.6,1867.5,26.93,NEUTRAL,6511,7.887,465.0,120.0,590.23,40,4000.0,3000.0,2400.0,2000.0
ADSK,Autodesk,NASDAQ100,260.75,239.62,8.817,-14.497,-22.177,16.223,23.903,204.9,186.5,27.27,NEUTRAL,10227,7.68,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
REGN,Regeneron,NASDAQ100,777.59,777.95,-0.046,-21.468,-32.609,23.097,34.238,610.9,524.3,27.28,MILD DIP,8774,11.141,48.0,3.76,61.09,40,125.3,94.0,75.2,62.7
VRTX,Vertex Pharma,NASDAQ100,501.26,474.6,5.617,-17.281,-26.336,18.938,27.993,392.6,349.6,27.68,NEUTRAL,8695,9.055,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
4385.T,メルカリ,Nikkei225,3609.0,3433.6,5.108,-17.691,-26.548,17.735,26.591,2826.2,2522.1,27.7,NEUTRAL,1866,8.856,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
CEG,Constellation Energy,NASDAQ100,323.87,297.8,8.752,-14.959,-23.673,19.896,28.609,253.3,227.3,27.88,NEUTRAL,1014,8.714,53.0,1.71,67.78,33,57.0,42.8,34.2,28.5
4751.T,サイバーエージェント,Nikkei225,1391.0,1319.48,5.42,-17.656,-27.007,19.745,29.095,1086.5,963.1,28.02,NEUTRAL,6249,9.35,143.0,19.0,183.08,40,633.3,475.0,380.0,316.7
MU,Micron,NASDAQ100,412.79,403.76,2.238,-20.16,-30.675,21.902,32.418,322.4,279.9,28.05,NEUTRAL,10500,10.516,12.0,0.46,15.37,40,15.3,11.5,9.2,7.7
BKNG,Booking Holdings,NASDAQ100,4377.52,4269.01,2.542,-20.257,-30.701,21.519,31.963,3404.2,2958.4,28.59,NEUTRAL,6753,10.444,88.0,39.3,113.16,40,1310.0,982.5,786.0,655.0
ARM,Arm Holdings,NASDAQ100,121.65,122.35,-0.575,-22.909,-35.378,26.968,39.438,94.3,79.1,28.97,MILD DIP,599,12.469,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
DDOG,Datadog,NASDAQ100,125.4,117.83,6.427,-18.352,-28.11,20.682,30.44,96.2,84.7,30.35,NEUTRAL,1602,9.758,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
6920.T,レーザーテック,Nikkei225,34770.0,31834.6,9.221,-16.381,-25.512,20.144,29.276,26619.8,23712.9,30.62,NEUTRAL,3921,9.131,108.0,329.0,141.07,37,10966.7,8225.0,6580.0,5483.3
PDD,PDD Holdings,NASDAQ100,106.16,103.39,2.677,-21.683,-33.209,24.419,35.944,81.0,69.1,31.11,NEUTRAL,1891,11.525,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
2121.T,MIXI,Nikkei225,2661.0,2632.6,1.079,-23.425,-35.338,24.229,36.142,2015.9,1702.3,32.0,NEUTRAL,4764,11.913,453.0,120.0,597.95,37,4000.0,3000.0,2400.0,2000.0
CRWD,CrowdStrike,NASDAQ100,438.15,402.29,8.913,-17.941,-27.662,20.94,30.66,330.1,291.0,32.73,NEUTRAL,1671,9.72,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
TTD,The Trade Desk,NASDAQ100,27.59,26.2,5.335,-21.738,-33.344,24.686,36.292,20.5,17.5,34.59,NEUTRAL,2355,11.606,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
NFLX,Netflix,NASDAQ100,97.21,85.38,13.849,-17.734,-27.397,20.918,30.581,70.2,62.0,38.39,NEUTRAL,5963,9.663,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0
PLTR,Palantir,NASDAQ100,152.15,140.45,8.327,-24.19,-37.678,29.763,43.252,106.5,87.5,42.89,NEUTRAL,1342,13.488,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
MRVL,Marvell Tech,NASDAQ100,94.26,80.41,17.234,-18.134,-27.487,19.281,28.635,65.8,58.3,43.2,NEUTRAL,6436,9.354,26.0,0.24,37.23,40,8.0,6.0,4.8,4.0
5801.T,古河電気工業,Nikkei225,27455.0,22871.2,20.042,-17.067,-25.774,17.76,26.467,18967.7,16976.4,44.75,OVERBOUGHT,6511,8.707,63.0,160.0,91.19,40,5333.3,4000.0,3200.0,2666.7
APP,AppLovin,NASDAQ100,479.43,433.09,10.7,-26.155,-40.492,31.195,45.532,319.8,257.7,49.91,NEUTRAL,1207,14.337,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
COIN,Coinbase,NASDAQ100,199.27,174.28,14.342,-31.385,-47.155,31.692,47.461,119.6,92.1,66.64,NEUTRAL,1208,15.769,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
9201.T,日本航空,Nikkei225,2688.0,3017.7,-10.926,-72.479,-108.863,73.055,109.438,830.5,-267.5,223.66,MILD DIP,6511,36.383,381.0,100.0,1233.16,40,3333.3,2500.0,2000.0,1666.7
